-0.00421989,0.000493096,-0.0160042
-0.0251462,0.0119548,-0.0097763
-0.0209278,0.0167325,-0.00269354
-0.0354874,-0.0114113,-0.0215024
-0.0152656,-0.01289,-0.0389934
-0.000888512,0.00120221,-0.0461073
-0.06226,-0.108191,-0.0828099
-0.030799,-0.0471872,-0.0464818
-0.0540675,-0.0598238,-0.0300717
0.0758988,0.0165275,0.0305536
-0.00195386,-0.0488303,-0.0251947
-0.0187088,-0.043323,-0.0467504
-0.0242336,-0.012882,-0.0190586
0.0528934,0.0687308,-0.0408208
0.0229545,0.00102348,-0.00669276
0.0627399,0.0286421,-0.0193918
0.0286707,-0.0575787,-0.0534698
-0.00802062,-0.0302,-0.0397172
0.0682708,0.0258547,0.0370022
-0.00582283,-0.0158931,0.0411502
0.00882724,-0.0188199,-0.0103021
-0.0678115,-0.0469842,-0.0605428
0.000608755,0.0321324,-0.0216517
-0.0350208,-0.0392756,-0.0233733
-0.0382826,-0.00937054,-0.066655
-0.0302879,-0.0334157,-0.027252
-0.0141957,-0.048419,-0.0536222
-0.0318412,-0.0429495,-0.0277877
-0.0170688,-0.00535725,-0.0479792
-0.0271049,-0.00329669,-0.0139722
-0.0327619,-0.0192305,-0.0183059
-0.0138888,0.0271177,-0.00445048
-0.0432159,-0.0284001,-0.0360603
0.00313686,0.000481564,0.00436443
0.0441772,0.0863325,0.0148843
-0.0184896,0.0173185,-0.00609468
0.0387876,0.0316665,0.0519943
0.0145889,0.00481696,0.020793
0.00945442,0.016021,0.0188225
-0.0349517,-0.0156228,0.0106514
0.0111962,0.0468128,0.0314278
0.0182276,0.020429,0.0290098
-0.0859184,-0.0390935,-0.0507121
-0.0214891,0.0237751,3.98518e-06
-0.00377703,-0.0166622,0.022929
-0.0666308,-0.0557432,-0.062547
-0.0411019,0.0021345,-0.049436
-0.025172,0.0299488,-0.0326502
-0.0113443,-0.0078222,0.0130024
-0.0115699,-0.00288309,-0.0176495
0.00570286,-0.000353782,0.0195941
0.00204161,-0.00059101,0.0044424
-0.0179414,-0.0510777,-0.0481912
-0.0129889,-0.0135562,-0.00580972
-0.0595227,-0.0719193,-0.0521497
-0.0522685,-0.0343086,-0.0629224
