0.0176448,0.0333336,0.0244154
0.0276337,-0.0123656,-0.0412864
-0.0153846,-0.0791397,-0.0537203
-0.0190819,-0.0244308,-0.0164334
-0.0753979,-0.00696031,0.0279125
0.0142293,0.0523918,0.0231225
-0.0271135,0.0251503,-0.00399633
-0.00561306,0.0960114,0.0381759
0.0201305,0.105478,0.00328312
-0.0223357,-0.0795165,-0.0808415
-0.0771063,-0.0700918,-0.00018761
-0.0355621,-0.00670349,0.174677
-0.0292031,-0.03168,0.0160698
-0.053238,-0.0363666,-0.0104656
0.00464106,-0.011089,0.145081
-0.167458,-0.217822,0.0770258
-0.240459,0.215557,0.183421
0.209582,0.197659,-0.29232
0.00337154,-0.068534,0.0017903
-0.041484,-0.0519228,0.0626694
0.0503368,0.0452163,-0.0110526
0.0263714,0.0437995,-0.00318752
0.0290192,-0.140338,-0.128577
-0.0047801,-0.173207,-0.0165472
-0.0459047,-0.0504013,-0.0111751
-0.0399238,0.0720694,0.070161
0.055872,0.104645,0.0872289
0.110108,0.073526,0.0476827
0.0354426,0.03642,-0.0385235
-0.0469647,-0.107682,-0.130364
0.0140612,0.0123795,-0.0137602
-0.0426132,-0.0206842,-0.0256152
0.00134848,-0.00781401,-0.0186563
0.248363,0.411282,0.0449579
0.402669,0.205039,-0.3986
-0.161647,-0.642075,-0.257188
-0.539497,-0.810828,-0.192425
-0.765948,-0.124366,0.569473
0.243944,0.922338,0.579824
0.0454317,-0.00352554,0.0126626
-7.69925e-05,-0.0621588,-0.00547415
-0.044329,-0.010377,-0.0169844
-0.145368,-0.171468,0.0180571
-0.140973,0.122617,0.0926492
0.0492144,0.134844,-0.210258
-0.0593954,-0.0135483,0.00315303
-0.00726759,0.050175,-0.0451243
-0.0136512,-0.0796824,-0.00292103
0.230994,0.413043,0.107983
0.433644,0.328198,-0.299179
-0.0861292,-0.570484,-0.636212
-0.00721951,-0.0160414,-0.046795
-0.00930453,-0.0182796,-0.00120016
-0.00203541,0.00308344,0.0468017
0.0093632,-0.0271178,-0.0164757
-0.0414472,-0.0337106,-0.011696
-0.0223709,0.0761524,0.0496994
-0.0215291,-0.131524,-0.0798644
-0.0684752,-0.092517,0.00292151
0.00319124,0.0906264,0.203299
-0.00877595,-0.00419182,0.0134693
-0.00293895,0.00761232,0.027331
0.0187311,0.0341597,0.0420224
0.0408208,0.0171559,-0.00242736
0.0459655,-0.0122655,-0.0293569
0.0226927,-0.0248997,-0.00706896
-0.0179606,-0.0145325,-0.0111669
-0.0108723,-0.0126275,0.000536855
-0.0125974,-0.00143716,0.00121114
0.0254694,0.0218505,0.0081819
0.0281578,-0.0788851,-0.056769
-0.0435588,-0.0499465,-0.0178047
0.0410613,0.0254279,0.0512038
0.0980517,-0.0327483,-0.0245586
-0.0418672,-0.119468,-0.0132686
-0.00254197,-0.000372911,0.00312741
-0.00256125,0.0134607,0.0241956
0.0200066,0.0361756,0.0350264
-0.127102,-0.333585,-0.0992274
-0.362338,-0.159405,0.207257
0.0914866,0.360903,0.275405
-0.0795196,0.0354598,-0.0224785
0.0190563,0.0630717,-0.0638849
0.00710702,0.00650935,0.0635152
0.00786315,0.0285396,0.0279707
-0.0142507,0.0105103,-0.00111301
-0.000117059,-0.0117019,-0.0388169
-0.0221874,-0.025951,0.000184052
